dataset,datasetIteration,model,orientation,trainingType,val
pdac,13,NAS14NN,second,allDatasets,7.159905910491943
pdac,13,NAS14NN,second,justTargetDataset,6.084995746612549
all,13,NAS14NN,first,allDatasets,1.2292283773422241
all,13,NAS14NN,first,justTargetDataset,1.2305234670639038
all,13,NAS14NN,second,allDatasets,1.8875123262405396
all,13,NAS14NN,second,justTargetDataset,1.8895635604858398
brca,14,NAS14NN,first,allDatasets,1.4353705644607544
brca,14,NAS14NN,first,justTargetDataset,1.9401720762252808
brca,14,NAS14NN,second,allDatasets,0.7669718265533447
brca,14,NAS14NN,second,justTargetDataset,1.2305448055267334
ccrcc,14,NAS14NN,first,allDatasets,0.7133970856666565
gbm,14,NAS14NN,first,allDatasets,0.9146968126296997
gbm,14,NAS14NN,first,justTargetDataset,1.3946605920791626
gbm,14,NAS14NN,second,allDatasets,0.8743936419487
gbm,14,NAS14NN,second,justTargetDataset,1.3479198217391968
hnscc,14,NAS14NN,first,allDatasets,0.7593846321105957
hnscc,14,NAS14NN,first,justTargetDataset,1.2151528596878052
lscc,14,NAS14NN,first,allDatasets,0.6183714270591736
lscc,14,NAS14NN,first,justTargetDataset,1.0302329063415527
lscc,14,NAS14NN,second,allDatasets,0.4943329989910126
lscc,14,NAS14NN,second,justTargetDataset,0.871040940284729
luad,14,NAS14NN,first,allDatasets,0.8511075377464294
luad,14,NAS14NN,first,justTargetDataset,1.2379695177078247
luad,14,NAS14NN,second,allDatasets,0.8208019137382507
luad,14,NAS14NN,second,justTargetDataset,1.1659867763519287
ov,14,NAS14NN,first,allDatasets,3.967033624649048
ov,14,NAS14NN,first,justTargetDataset,4.1952972412109375
ov,14,NAS14NN,second,allDatasets,0.883746862411499
ov,14,NAS14NN,second,justTargetDataset,1.3006129264831543
pdac,14,NAS14NN,first,allDatasets,1.1752227544784546
pdac,14,NAS14NN,first,justTargetDataset,1.4629836082458496
pdac,14,NAS14NN,second,allDatasets,1.2309168577194214
all,14,NAS14NN,first,allDatasets,1.134943962097168
all,14,NAS14NN,first,justTargetDataset,1.135449767112732
all,14,NAS14NN,second,allDatasets,1.5235035419464111
all,14,NAS14NN,second,justTargetDataset,1.5250351428985596
ccrcc,15,NAS14NN,first,allDatasets,0.6428890824317932
ccrcc,15,NAS14NN,first,justTargetDataset,0.93274986743927
ccrcc,15,NAS14NN,second,allDatasets,0.713323712348938
ccrcc,15,NAS14NN,second,justTargetDataset,1.0667273998260498
coad,15,NAS14NN,first,allDatasets,5.930122375488281
coad,15,NAS14NN,first,justTargetDataset,5.873161315917969
coad,15,NAS14NN,second,allDatasets,2.8631539344787598
coad,15,NAS14NN,second,justTargetDataset,3.0269949436187744
gbm,15,NAS14NN,first,allDatasets,0.8232979774475098
gbm,15,NAS14NN,first,justTargetDataset,1.238473653793335
gbm,15,NAS14NN,second,allDatasets,0.8414449691772461
gbm,15,NAS14NN,second,justTargetDataset,1.2604786157608032
hnscc,15,NAS14NN,first,allDatasets,0.74527907371521
hnscc,15,NAS14NN,first,justTargetDataset,1.1208248138427734
hnscc,15,NAS14NN,second,allDatasets,2.735504150390625
hnscc,15,NAS14NN,second,justTargetDataset,2.873843193054199
lscc,15,NAS14NN,first,allDatasets,0.5343326926231384
lscc,15,NAS14NN,first,justTargetDataset,0.9331575036048889
lscc,15,NAS14NN,second,allDatasets,0.6183971166610718
lscc,15,NAS14NN,second,justTargetDataset,1.054025411605835
luad,15,NAS14NN,first,allDatasets,0.7367572784423828
luad,15,NAS14NN,first,justTargetDataset,1.0777547359466553
luad,15,NAS14NN,second,allDatasets,0.7492243647575378
luad,15,NAS14NN,second,justTargetDataset,1.122391939163208
ov,15,NAS14NN,first,allDatasets,0.8992186784744263
ov,15,NAS14NN,first,justTargetDataset,1.3473763465881348
ov,15,NAS14NN,second,allDatasets,1.1730717420578003
ov,15,NAS14NN,second,justTargetDataset,1.6592754125595093
pdac,15,NAS14NN,first,allDatasets,2.2951455116271973
pdac,15,NAS14NN,first,justTargetDataset,2.367414951324463
pdac,15,NAS14NN,second,allDatasets,2.5159912109375
pdac,15,NAS14NN,second,justTargetDataset,2.511547327041626
all,15,NAS14NN,first,allDatasets,1.2815978527069092
all,15,NAS14NN,first,justTargetDataset,1.282326340675354
all,15,NAS14NN,second,allDatasets,1.3999640941619873
all,15,NAS14NN,second,justTargetDataset,1.4007642269134521
brca,16,NAS14NN,first,allDatasets,1.1674449443817139
brca,16,NAS14NN,first,justTargetDataset,1.7476392984390259
brca,16,NAS14NN,second,allDatasets,0.8533285856246948
brca,16,NAS14NN,second,justTargetDataset,1.227426290512085
ccrcc,16,NAS14NN,first,allDatasets,0.6649700403213501
ccrcc,16,NAS14NN,first,justTargetDataset,0.977855920791626
ccrcc,16,NAS14NN,second,allDatasets,1.3126190900802612
ccrcc,16,NAS14NN,second,justTargetDataset,1.4968820810317993
hnscc,16,NAS14NN,first,allDatasets,0.772494912147522
hnscc,16,NAS14NN,first,justTargetDataset,1.1908618211746216
hnscc,16,NAS14NN,second,allDatasets,0.7098087072372437
hnscc,16,NAS14NN,second,justTargetDataset,1.242826223373413
lscc,16,NAS14NN,first,allDatasets,0.5334412455558777
lscc,16,NAS14NN,first,justTargetDataset,0.9147219657897949
lscc,16,NAS14NN,second,allDatasets,0.5892543196678162
lscc,16,NAS14NN,second,justTargetDataset,0.9846330285072327
luad,16,NAS14NN,first,allDatasets,0.7534262537956238
luad,16,NAS14NN,first,justTargetDataset,1.0997644662857056
luad,16,NAS14NN,second,allDatasets,1.1036467552185059
luad,16,NAS14NN,second,justTargetDataset,1.6712802648544312
ov,16,NAS14NN,first,allDatasets,1.7593954801559448
ov,16,NAS14NN,first,justTargetDataset,2.2676095962524414
ov,16,NAS14NN,second,allDatasets,2.6187219619750977
ov,16,NAS14NN,second,justTargetDataset,3.5495223999023438
all,16,NAS14NN,first,allDatasets,1.004945993423462
all,16,NAS14NN,first,justTargetDataset,1.0044413805007935
all,16,NAS14NN,second,allDatasets,1.1198034286499023
all,16,NAS14NN,second,justTargetDataset,1.1188198328018188
coad,17,NAS14NN,first,allDatasets,3.417421817779541
coad,17,NAS14NN,first,justTargetDataset,3.7601585388183594
coad,17,NAS14NN,second,allDatasets,2.0885510444641113
coad,17,NAS14NN,second,justTargetDataset,2.31911039352417
gbm,17,NAS14NN,first,allDatasets,0.9178364872932434
gbm,17,NAS14NN,first,justTargetDataset,1.3380160331726074
gbm,17,NAS14NN,second,allDatasets,0.7758260369300842
gbm,17,NAS14NN,second,justTargetDataset,1.1894320249557495
hnscc,17,NAS14NN,first,allDatasets,0.6956873536109924
hnscc,17,NAS14NN,first,justTargetDataset,1.1063473224639893
hnscc,17,NAS14NN,second,allDatasets,0.7435271739959717
hnscc,17,NAS14NN,second,justTargetDataset,1.1318211555480957
lscc,17,NAS14NN,first,allDatasets,0.5457472801208496
luad,17,NAS14NN,first,allDatasets,0.7412146329879761
ov,17,NAS14NN,first,allDatasets,1.129553198814392
all,17,NAS14NN,first,allDatasets,1.5563015937805176
all,17,NAS14NN,first,justTargetDataset,1.5587950944900513
all,17,NAS14NN,second,allDatasets,1.1931376457214355
all,17,NAS14NN,second,justTargetDataset,1.193497657775879
brca,18,NAS14NN,first,allDatasets,0.8189095854759216
brca,18,NAS14NN,first,justTargetDataset,1.2089608907699585
brca,18,NAS14NN,second,allDatasets,0.8875758051872253
brca,18,NAS14NN,second,justTargetDataset,1.2897460460662842
ccrcc,18,NAS14NN,first,allDatasets,0.6899461150169373
ccrcc,18,NAS14NN,first,justTargetDataset,0.9752340316772461
ccrcc,18,NAS14NN,second,allDatasets,0.6681137084960938
ccrcc,18,NAS14NN,second,justTargetDataset,0.964866042137146
coad,18,NAS14NN,first,allDatasets,3.913285732269287
coad,18,NAS14NN,first,justTargetDataset,4.148545742034912
coad,18,NAS14NN,second,allDatasets,3.51009464263916
coad,18,NAS14NN,second,justTargetDataset,3.7875430583953857
gbm,18,NAS14NN,first,allDatasets,0.7690839171409607
gbm,18,NAS14NN,first,justTargetDataset,1.2356698513031006
gbm,18,NAS14NN,second,allDatasets,0.8490283489227295
gbm,18,NAS14NN,second,justTargetDataset,1.274062156677246
hnscc,18,NAS14NN,first,allDatasets,0.6840976476669312
hnscc,18,NAS14NN,first,justTargetDataset,1.1263103485107422
hnscc,18,NAS14NN,second,allDatasets,0.7540506720542908
hnscc,18,NAS14NN,second,justTargetDataset,1.1591241359710693
lscc,18,NAS14NN,first,allDatasets,0.4611879289150238
lscc,18,NAS14NN,first,justTargetDataset,0.8250918388366699
lscc,18,NAS14NN,second,allDatasets,0.6884750723838806
lscc,18,NAS14NN,second,justTargetDataset,1.0914040803909302
luad,18,NAS14NN,first,allDatasets,0.9946413040161133
luad,18,NAS14NN,first,justTargetDataset,1.4124507904052734
luad,18,NAS14NN,second,allDatasets,0.5925148129463196
ov,18,NAS14NN,first,allDatasets,0.9376777410507202
ov,18,NAS14NN,first,justTargetDataset,1.362623929977417
ov,18,NAS14NN,second,allDatasets,3.51139497756958
ov,18,NAS14NN,second,justTargetDataset,3.7621700763702393
pdac,18,NAS14NN,first,allDatasets,1.192730188369751
pdac,18,NAS14NN,first,justTargetDataset,1.4862300157546997
pdac,18,NAS14NN,second,allDatasets,2.2183313369750977
pdac,18,NAS14NN,second,justTargetDataset,2.297504186630249
all,18,NAS14NN,first,allDatasets,1.0668319463729858
all,18,NAS14NN,first,justTargetDataset,1.0677785873413086
all,18,NAS14NN,second,allDatasets,1.288938283920288
all,18,NAS14NN,second,justTargetDataset,1.2882423400878906
brca,19,NAS14NN,first,allDatasets,1.2279783487319946
brca,19,NAS14NN,first,justTargetDataset,1.864074468612671
brca,19,NAS14NN,second,allDatasets,0.8019488453865051
brca,19,NAS14NN,second,justTargetDataset,1.1895973682403564
ccrcc,19,NAS14NN,first,allDatasets,1.4795067310333252
ccrcc,19,NAS14NN,first,justTargetDataset,1.6274653673171997
ccrcc,19,NAS14NN,second,allDatasets,0.6630967259407043
ccrcc,19,NAS14NN,second,justTargetDataset,0.9712176322937012
coad,19,NAS14NN,first,allDatasets,5.393853664398193
coad,19,NAS14NN,first,justTargetDataset,5.315972805023193
coad,19,NAS14NN,second,allDatasets,0.9128164052963257
coad,19,NAS14NN,second,justTargetDataset,1.1607749462127686
gbm,19,NAS14NN,first,allDatasets,0.8902199864387512
gbm,19,NAS14NN,first,justTargetDataset,1.330503225326538
gbm,19,NAS14NN,second,allDatasets,0.7616882920265198
gbm,19,NAS14NN,second,justTargetDataset,1.1430197954177856
hnscc,19,NAS14NN,first,allDatasets,3.402109384536743
hnscc,19,NAS14NN,first,justTargetDataset,3.3904333114624023
hnscc,19,NAS14NN,second,allDatasets,0.7280125617980957
hnscc,19,NAS14NN,second,justTargetDataset,1.154330849647522
lscc,19,NAS14NN,first,allDatasets,0.5668903589248657
lscc,19,NAS14NN,first,justTargetDataset,0.9639989733695984
lscc,19,NAS14NN,second,allDatasets,0.5160645246505737
lscc,19,NAS14NN,second,justTargetDataset,0.9077327251434326
luad,19,NAS14NN,first,allDatasets,0.7008448243141174
luad,19,NAS14NN,first,justTargetDataset,1.063708782196045
luad,19,NAS14NN,second,allDatasets,0.8270830512046814
luad,19,NAS14NN,second,justTargetDataset,1.2142635583877563
ov,19,NAS14NN,first,allDatasets,1.0453572273254395
ov,19,NAS14NN,first,justTargetDataset,1.5665849447250366
ov,19,NAS14NN,second,allDatasets,0.955511212348938
ov,19,NAS14NN,second,justTargetDataset,1.3863412141799927
all,19,NAS14NN,first,allDatasets,1.6706595420837402
all,19,NAS14NN,first,justTargetDataset,1.6710165739059448
all,19,NAS14NN,second,allDatasets,0.9122180342674255
all,19,NAS14NN,second,justTargetDataset,0.9121993780136108
brca,20,NAS14NN,first,allDatasets,0.912570595741272
brca,20,NAS14NN,first,justTargetDataset,1.318555474281311
brca,20,NAS14NN,second,allDatasets,0.8099387288093567
brca,20,NAS14NN,second,justTargetDataset,1.221342921257019
ccrcc,20,NAS14NN,first,allDatasets,0.7408182621002197
ccrcc,20,NAS14NN,first,justTargetDataset,1.1278976202011108
hnscc,20,NAS14NN,first,allDatasets,0.7336940765380859
hnscc,20,NAS14NN,first,justTargetDataset,1.1501818895339966
hnscc,20,NAS14NN,second,allDatasets,0.6854107975959778
hnscc,20,NAS14NN,second,justTargetDataset,1.0459911823272705
lscc,20,NAS14NN,first,allDatasets,0.6026635766029358
lscc,20,NAS14NN,first,justTargetDataset,1.0304243564605713
lscc,20,NAS14NN,second,allDatasets,0.505163311958313
lscc,20,NAS14NN,second,justTargetDataset,0.8757635354995728
luad,20,NAS14NN,first,allDatasets,1.7923192977905273
luad,20,NAS14NN,first,justTargetDataset,2.2044684886932373
luad,20,NAS14NN,second,allDatasets,0.612326979637146
luad,20,NAS14NN,second,justTargetDataset,1.0219272375106812
ov,20,NAS14NN,first,allDatasets,0.9979394674301147
ov,20,NAS14NN,first,justTargetDataset,1.4174913167953491
ov,20,NAS14NN,second,allDatasets,0.9948947429656982
ov,20,NAS14NN,second,justTargetDataset,1.4916247129440308
pdac,20,NAS14NN,first,allDatasets,3.4943435192108154
pdac,20,NAS14NN,first,justTargetDataset,3.7364940643310547
pdac,20,NAS14NN,second,allDatasets,0.9020513892173767
pdac,20,NAS14NN,second,justTargetDataset,1.2027593851089478
all,20,NAS14NN,first,allDatasets,1.377953290939331
all,20,NAS14NN,first,justTargetDataset,1.3783485889434814
all,20,NAS14NN,second,allDatasets,0.8677369356155396
all,20,NAS14NN,second,justTargetDataset,0.8657633066177368
brca,21,NAS14NN,first,allDatasets,0.873703122138977
brca,21,NAS14NN,first,justTargetDataset,1.322487711906433
brca,21,NAS14NN,second,allDatasets,1.4178484678268433
brca,21,NAS14NN,second,justTargetDataset,2.0003111362457275
ccrcc,21,NAS14NN,first,allDatasets,1.214673399925232
ccrcc,21,NAS14NN,first,justTargetDataset,1.5958172082901
ccrcc,21,NAS14NN,second,allDatasets,0.725559651851654
ccrcc,21,NAS14NN,second,justTargetDataset,1.0383654832839966
coad,21,NAS14NN,first,allDatasets,5.66547155380249
coad,21,NAS14NN,first,justTargetDataset,5.443460464477539
coad,21,NAS14NN,second,allDatasets,1.984336018562317
coad,21,NAS14NN,second,justTargetDataset,2.2835824489593506
gbm,21,NAS14NN,first,allDatasets,0.8407071232795715
gbm,21,NAS14NN,first,justTargetDataset,1.2836891412734985
gbm,21,NAS14NN,second,allDatasets,0.8211994767189026
gbm,21,NAS14NN,second,justTargetDataset,1.1936922073364258
lscc,21,NAS14NN,first,allDatasets,0.8163458704948425
lscc,21,NAS14NN,first,justTargetDataset,1.364302635192871
lscc,21,NAS14NN,second,allDatasets,0.5484343767166138
lscc,21,NAS14NN,second,justTargetDataset,0.9240649938583374
luad,21,NAS14NN,first,allDatasets,0.9058652520179749
luad,21,NAS14NN,first,justTargetDataset,1.313642978668213
luad,21,NAS14NN,second,allDatasets,0.8106185793876648
luad,21,NAS14NN,second,justTargetDataset,1.1810322999954224
ov,21,NAS14NN,first,allDatasets,0.9193994402885437
ov,21,NAS14NN,first,justTargetDataset,1.3094546794891357
ov,21,NAS14NN,second,allDatasets,2.4139463901519775
ov,21,NAS14NN,second,justTargetDataset,3.1806483268737793
pdac,21,NAS14NN,first,allDatasets,1.4521969556808472
pdac,21,NAS14NN,first,justTargetDataset,1.8115330934524536
pdac,21,NAS14NN,second,allDatasets,3.540658950805664
pdac,21,NAS14NN,second,justTargetDataset,3.1830596923828125
all,21,NAS14NN,first,allDatasets,1.3552649021148682
all,21,NAS14NN,first,justTargetDataset,1.3567750453948975
all,21,NAS14NN,second,allDatasets,1.2968800067901611
all,21,NAS14NN,second,justTargetDataset,1.2969142198562622
brca,22,NAS14NN,first,allDatasets,0.8292780518531799
brca,22,NAS14NN,first,justTargetDataset,1.294903039932251
brca,22,NAS14NN,second,allDatasets,0.927158772945404
brca,22,NAS14NN,second,justTargetDataset,1.331887125968933
ccrcc,22,NAS14NN,first,allDatasets,1.9782761335372925
ccrcc,22,NAS14NN,first,justTargetDataset,2.123990297317505
ccrcc,22,NAS14NN,second,allDatasets,0.6953210234642029
ccrcc,22,NAS14NN,second,justTargetDataset,1.288772702217102
coad,22,NAS14NN,first,allDatasets,5.016205787658691
coad,22,NAS14NN,first,justTargetDataset,4.911837577819824
coad,22,NAS14NN,second,allDatasets,1.285086989402771
coad,22,NAS14NN,second,justTargetDataset,1.5310611724853516
gbm,22,NAS14NN,first,allDatasets,0.8441171646118164
gbm,22,NAS14NN,first,justTargetDataset,1.2894213199615479
gbm,22,NAS14NN,second,allDatasets,0.8052924871444702
gbm,22,NAS14NN,second,justTargetDataset,1.1643202304840088
hnscc,22,NAS14NN,first,allDatasets,0.7106680274009705
hnscc,22,NAS14NN,first,justTargetDataset,1.1399433612823486
hnscc,22,NAS14NN,second,allDatasets,0.739043116569519
hnscc,22,NAS14NN,second,justTargetDataset,1.0883779525756836
lscc,22,NAS14NN,first,allDatasets,0.5308173894882202
lscc,22,NAS14NN,first,justTargetDataset,0.9547927975654602
lscc,22,NAS14NN,second,allDatasets,1.1182657480239868
lscc,22,NAS14NN,second,justTargetDataset,1.7755072116851807
luad,22,NAS14NN,first,allDatasets,0.6844067573547363
luad,22,NAS14NN,first,justTargetDataset,1.0643104314804077
luad,22,NAS14NN,second,allDatasets,0.8861807584762573
luad,22,NAS14NN,second,justTargetDataset,1.2493435144424438
ov,22,NAS14NN,first,allDatasets,1.1418070793151855
ov,22,NAS14NN,first,justTargetDataset,1.67682683467865
ov,22,NAS14NN,second,allDatasets,0.9121614098548889
ov,22,NAS14NN,second,justTargetDataset,1.3015594482421875
all,22,NAS14NN,first,allDatasets,1.4124325513839722
all,22,NAS14NN,first,justTargetDataset,1.413586974143982
all,22,NAS14NN,second,allDatasets,0.9616702198982239
all,22,NAS14NN,second,justTargetDataset,0.9613479971885681
brca,23,NAS14NN,first,allDatasets,0.7610626220703125
brca,23,NAS14NN,first,justTargetDataset,1.143470287322998
brca,23,NAS14NN,second,allDatasets,0.9560918211936951
brca,23,NAS14NN,second,justTargetDataset,1.3828307390213013
ccrcc,23,NAS14NN,first,allDatasets,0.7229092121124268
ccrcc,23,NAS14NN,first,justTargetDataset,1.0122697353363037
coad,23,NAS14NN,first,allDatasets,2.243532419204712
coad,23,NAS14NN,first,justTargetDataset,2.496281147003174
coad,23,NAS14NN,second,allDatasets,2.4300763607025146
coad,23,NAS14NN,second,justTargetDataset,2.5530941486358643
gbm,23,NAS14NN,first,allDatasets,0.905310332775116
gbm,23,NAS14NN,first,justTargetDataset,1.3292911052703857
gbm,23,NAS14NN,second,allDatasets,0.7430587410926819
gbm,23,NAS14NN,second,justTargetDataset,1.1476277112960815
hnscc,23,NAS14NN,first,allDatasets,2.2173030376434326
hnscc,23,NAS14NN,first,justTargetDataset,2.3721864223480225
hnscc,23,NAS14NN,second,allDatasets,0.9254166483879089
hnscc,23,NAS14NN,second,justTargetDataset,1.2940101623535156
lscc,23,NAS14NN,first,allDatasets,0.6085628271102905
lscc,23,NAS14NN,first,justTargetDataset,1.0293821096420288
lscc,23,NAS14NN,second,allDatasets,0.4995647966861725
lscc,23,NAS14NN,second,justTargetDataset,0.881793737411499
luad,23,NAS14NN,first,allDatasets,0.7650281190872192
luad,23,NAS14NN,first,justTargetDataset,1.1485073566436768
luad,23,NAS14NN,second,allDatasets,0.7219061255455017
luad,23,NAS14NN,second,justTargetDataset,1.08431875705719
ov,23,NAS14NN,first,allDatasets,0.900908887386322
all,23,NAS14NN,first,allDatasets,1.1193324327468872
all,23,NAS14NN,first,justTargetDataset,1.118735909461975
all,23,NAS14NN,second,allDatasets,0.9305485486984253
all,23,NAS14NN,second,justTargetDataset,0.9302394390106201
ccrcc,24,NAS14NN,first,allDatasets,0.7565237879753113
ccrcc,24,NAS14NN,first,justTargetDataset,1.0685786008834839
ccrcc,24,NAS14NN,second,allDatasets,1.142412781715393
ccrcc,24,NAS14NN,second,justTargetDataset,1.3056976795196533
coad,24,NAS14NN,first,allDatasets,2.6155502796173096
coad,24,NAS14NN,first,justTargetDataset,2.8010339736938477
coad,24,NAS14NN,second,allDatasets,4.8570027351379395
coad,24,NAS14NN,second,justTargetDataset,4.972489356994629
gbm,24,NAS14NN,first,allDatasets,0.7673657536506653
gbm,24,NAS14NN,first,justTargetDataset,1.1346222162246704
gbm,24,NAS14NN,second,allDatasets,0.9188930988311768
gbm,24,NAS14NN,second,justTargetDataset,1.4012917280197144
lscc,24,NAS14NN,first,allDatasets,0.5757448673248291
lscc,24,NAS14NN,first,justTargetDataset,0.928735077381134
lscc,24,NAS14NN,second,allDatasets,0.5163987278938293
lscc,24,NAS14NN,second,justTargetDataset,0.8874942064285278
luad,24,NAS14NN,first,allDatasets,0.6720497012138367
luad,24,NAS14NN,first,justTargetDataset,0.9913293719291687
luad,24,NAS14NN,second,allDatasets,0.8373398184776306
luad,24,NAS14NN,second,justTargetDataset,1.245294213294983
ov,24,NAS14NN,first,allDatasets,0.9491003751754761
ov,24,NAS14NN,first,justTargetDataset,1.3879345655441284
ov,24,NAS14NN,second,allDatasets,1.0215953588485718
ov,24,NAS14NN,second,justTargetDataset,1.4825282096862793
pdac,24,NAS14NN,first,allDatasets,2.2712674140930176
